User_Id,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
8978,20,Male,Pakistan,Student,2.76,7.32,3.86,1.39,Entertainment,2.25,6.84,0.89,9.98,5.88,4.74,4.09,4.54,6.17,4.31,5.85,3.09,High
8979,25,Non-binary,Pakistan,Working,4.16,7.88,4.82,2.67,Entertainment,3.23,6.11,2.95,6.17,5.24,5.39,5.6,5.07,8.48,3.82,4.36,4.34,Medium
8980,21,Non-binary,UK,Student,2.11,4.52,1.13,0,Lifestyle,3.03,5.83,2.54,3.36,4.58,5.45,6.25,2.93,5.6,3.92,7.21,3.14,High
8981,20,Male,USA,Working,5.76,8.58,1.67,4.35,Gaming,4.65,6.21,1.74,7.56,5.16,4.94,4.49,6.98,5.39,5.13,6.07,3.17,High
8982,23,Male,Australia,Both,5.77,8.67,2.94,0.93,Lifestyle,4.32,5.01,3.51,10.16,5.11,5.34,4.6,5.95,4.07,4.68,5.92,2.58,High
8983,25,Non-binary,Canada,Working,3.36,4.62,6.05,2.04,Entertainment,2.79,4.25,0,8.48,4.61,5.84,5.04,3.99,2.49,3.99,6.72,1.75,High
8984,26,Male,UK,Working,3.62,7,3.94,0,News,3.2,5.57,0.35,3.96,4.71,4.95,6.17,4.44,6.21,5.06,6.12,3.97,High
8985,23,Male,Canada,Student,4.05,7.05,2.14,4.88,Lifestyle,2.78,6.27,0,3.48,2.77,3.95,5.63,5.1,5.26,6.23,3.89,4.4,Medium
8986,22,Male,Pakistan,Student,1.05,3.85,2.96,0,Educational,0,5.52,2.02,7.32,4.24,6.19,4.36,2.12,4.36,3.2,8.25,1.57,High
8987,19,Male,Pakistan,Student,1.79,5.08,3.85,1.63,Educational,2.4,6.29,1.54,4.93,4.88,4.41,5.37,2.53,6.33,4.11,4.58,3.77,High
8988,19,Female,Australia,Student,5.08,8.87,3.41,3.04,Lifestyle,1.5,6.73,2.45,1.41,4.26,4.33,5.12,4.38,7.73,4.89,5.75,4.23,Medium
8989,26,Male,Australia,Working,4.58,7.55,3.29,2.81,Educational,1.34,8.34,0.3,4.35,4.86,2.98,5.08,5.75,7.86,6.62,7,4.85,Medium
8990,19,Female,Canada,Working,3.46,6.3,2.47,2.79,News,4.23,6.26,2.12,5.6,4.42,4.31,6.14,3.91,6.36,4.83,4.58,4.3,Medium
8991,19,Non-binary,Pakistan,Both,3.34,7.13,2.53,1.18,Gaming,1.31,6.39,1.74,4.21,5.38,2.47,5.02,4.89,6.15,5.54,5.5,4.24,Medium
8992,20,Male,Australia,Student,5.07,6.9,3.44,4.66,News,2.91,5.32,1.37,9.41,6.11,6.43,5.28,4.65,4.67,4.59,7.62,2.51,High
8993,20,Male,Australia,Student,1.18,2.9,3.76,0.62,Educational,2.56,6.51,1.35,7.6,4.92,5.2,5.12,1.71,6.99,5.25,4.36,4.19,Medium
8994,21,Female,Pakistan,Student,6.82,9.65,0.84,1.58,Gaming,1.72,7.22,1.07,5.04,5.26,4,5.8,7.67,7.15,4.02,6.5,3.91,High
8995,24,Female,Pakistan,Working,5.38,9.13,2.8,0.96,Educational,3.3,7.35,0,5.14,5.67,6.16,4.36,4.2,7.12,5.96,7.61,3.52,High
8996,26,Male,USA,Student,3.4,6.32,4.58,0.61,Lifestyle,5.64,6.36,1.45,4.49,3.73,4.54,6.06,2.9,6.4,8.16,4.5,5.36,Medium
8997,19,Male,India,Working,4.57,8.59,5.63,3.21,News,1.07,6.19,2.1,3.83,5.3,4.92,5.53,4.3,6.9,4.13,7.03,3.53,High
8998,21,Male,Australia,Student,6.07,8.83,4.03,3.27,Gaming,5.55,5.68,4.11,5.49,5.59,3.17,5.95,4.33,6.62,5.69,4.8,4.76,Medium
8999,26,Female,Canada,Student,2.43,7.04,3.7,1.92,Entertainment,2.28,6.6,2.93,7.77,5.48,3.95,4.2,2.62,7.08,6.27,5.82,4.22,Medium
9000,19,Male,UK,Working,5.93,8.77,4.4,2.93,News,6.89,7.72,1.1,5.67,5.13,5.13,5.66,6.73,6.2,6.13,4.77,4.35,Medium
9001,18,Female,UK,Both,3.98,7.66,3.42,0.17,Entertainment,2.52,7.6,2.37,4.21,5.23,3.14,6.8,3.87,7.01,5.64,6.26,4.91,Medium
9002,25,Male,Pakistan,Working,5.02,8.77,1.6,0.31,Lifestyle,2.9,7.02,2.84,4.19,4.82,5.34,3.78,3.94,6.35,5.02,4.66,3.38,High
9003,26,Female,India,Student,5.32,8.76,2.62,0,Educational,0,6.86,2.93,9.45,6.15,4.65,3.65,5.81,8.06,4.66,6.42,3.61,High
9004,24,Male,Canada,Student,4.25,7.39,1.29,0,Lifestyle,5.13,6.64,1.46,7.85,4.96,4.3,4.65,4.4,6.87,4.86,6.21,3.71,High
9005,25,Female,USA,Student,5.64,8.44,4.07,3.82,Entertainment,2.36,5.2,1.11,4.52,6.44,6.27,3.69,6.41,6.41,3.93,4.75,2.84,High
9006,21,Male,Australia,Both,3.36,6.8,0.6,1.47,Gaming,1.97,7.88,1.96,6.33,4.87,3.85,5.27,4.37,8.07,4.54,5.86,4.34,Medium
9007,21,Male,USA,Student,3.96,8.03,3.39,2.78,Lifestyle,4.46,7.36,0.84,6.71,5.21,4.69,3.06,3.8,5.47,6.13,5.51,3.19,High
9008,19,Female,Canada,Both,2.84,7.1,3.52,1.95,Educational,6.51,4.87,1.37,7.15,6.34,6.83,3.59,2.46,3.17,5.14,5.45,1.92,High
9009,25,Female,USA,Both,2.96,5.32,2.97,2.89,Gaming,4.38,6.23,1.4,2.89,5.2,5.23,3.22,4.61,6.03,4.76,4.15,3.1,High
9010,19,Female,Pakistan,Working,4.29,6.47,0,2.62,Gaming,1,5.54,0.94,10.21,3.26,4.5,5.09,4,3.32,4.09,6.44,2.34,High
9011,26,Female,UK,Student,5.27,7.18,1.3,0,Educational,2.28,8.91,2.53,7.46,4.74,2.51,6.4,6.11,7.08,7.45,2.74,6.1,Medium
9012,21,Male,Pakistan,Student,2.07,3.84,3.16,3.18,Gaming,0.05,4.96,0.91,3.23,4.57,5.47,5.36,2.85,6.76,2.25,4.83,3.07,High
9013,18,Female,Australia,Working,4.59,8.02,3.95,2.39,News,4.14,6.66,2.39,6.8,7.68,5.62,3.31,2.67,6.89,5.75,3.88,3.74,High
9014,21,Male,Pakistan,Working,5.76,9.35,3,0,Gaming,2.67,7.24,0.78,3.02,4.11,3.51,5.84,4.62,7.97,4.95,5.73,4.71,Medium
9015,20,Male,Canada,Both,5.98,10.24,4.62,2.32,Entertainment,2.72,5.05,2,5.49,4.46,6.17,3.33,7.63,4.99,4.72,6.79,2.19,High
9016,23,Female,Canada,Student,3.83,6.88,3.65,0,News,3.95,7.8,0,9.44,5.55,3.69,5.64,3.5,8.09,6.15,4.72,5.23,Medium
9017,24,Female,Australia,Working,2.42,5.08,3.02,3.67,Lifestyle,4.24,5.46,1.29,3.94,3.87,6.65,3.91,3.04,6.74,3.86,8.52,2.31,High
9018,25,Female,Australia,Student,5,9.9,2.94,2.62,Gaming,1.67,5.4,1.72,3.43,3.76,6.67,4.36,4.43,6.15,3.6,7.58,2.33,High
9019,19,Female,UK,Student,4.67,7.36,2.17,1.73,Educational,2.69,7.34,2.8,5.57,6,6.17,4.99,4.54,7.09,5.33,6.48,3.69,High
9020,23,Non-binary,USA,Working,4,5.67,5.91,1.9,News,0.03,6.32,0.63,6.74,5.84,5.89,3.66,3.2,7.3,3.09,6.41,2.63,High
9021,23,Male,UK,Student,3.57,5.91,3.99,0,Gaming,3.45,5.17,1.21,6.09,5.44,5.81,5.53,4,4.56,4.47,7.17,2.69,High
9022,22,Non-binary,Pakistan,Student,4.51,6.59,3.49,2.43,Entertainment,3.04,5.29,1.9,10.84,5.49,4.77,3.52,3.43,3.29,4.21,5.67,1.93,High
9023,24,Female,USA,Student,4.63,8.59,2.86,1.07,Gaming,0.98,5.15,2.6,7.29,5.4,3.36,5.85,2.6,5.01,3.12,5.85,3.13,High
9024,20,Female,Australia,Student,3.38,5.59,3.24,0.23,Gaming,0.38,5.61,1.59,5.4,5.81,5.32,3.73,5.19,5.97,3.96,6.49,2.58,High
9025,21,Female,Canada,Student,3.67,8.13,0.69,0.48,News,3.3,5.71,1.14,6.4,4.38,4.9,5.97,2.62,6.41,6.03,4.95,4.49,Medium
9026,26,Female,Pakistan,Student,1.91,4.95,3.06,0,Entertainment,2.21,8.35,1.02,8.53,3.79,2.31,5.91,2.79,8.75,3.63,4.72,4.93,Medium
9027,21,Female,UK,Student,4.46,7.74,2.95,4.56,Gaming,3.67,8.67,0.14,9.4,5.68,3.15,6.46,5.27,8.09,7.14,4.74,5.91,Medium
9028,20,Male,India,Both,4.62,8.56,0,2.8,News,1.18,6.18,0.54,4.21,2.61,3.18,5.15,5.39,5.53,5.19,4.7,3.98,High
9029,19,Non-binary,India,Working,2.16,6.22,4.6,3.14,Educational,4.06,5.19,2.97,6.06,4.7,5.14,5.95,2.87,5.94,3.85,4.2,3.69,High
9030,22,Male,Australia,Working,3.84,6.56,3.35,0,Gaming,3.12,8.56,0.55,8,5.67,3.15,6.36,3.02,8.37,7.53,5.37,6,Medium
9031,21,Male,USA,Student,3.21,7.33,3.22,0,Lifestyle,2.08,7.32,2.12,5.21,5.09,6.26,1.88,4.39,7.76,5.41,5.48,3.06,High
9032,25,Male,India,Student,5.71,8.92,2.17,1.16,Educational,2.99,7.11,0.11,4.77,4.55,4.25,4.32,5.49,6.89,5.75,7,3.78,High
9033,24,Male,USA,Working,2.1,5.56,4.7,1.18,Gaming,2.17,5.7,0.05,7.26,4.57,5.04,3.37,5.8,6.06,4.31,6.5,2.66,High
9034,23,Male,Canada,Student,5.68,7.05,3.46,1.84,Educational,1.31,6.39,2.04,3.78,5.61,6.97,3.7,6.98,6.19,4.7,9.14,2.18,High
9035,19,Male,Australia,Student,5.91,9.59,1.72,4.64,Lifestyle,1.16,5.51,1.34,9.01,3.98,5.02,4.74,6.91,5.7,4.24,5.56,3.13,High
9036,20,Female,Australia,Student,0.5,2.52,1.37,0.18,Educational,6.1,5.99,1.24,8.07,5.8,5.98,5.82,1.88,5.87,5.82,5.02,4,Medium
9037,26,Female,Pakistan,Student,4.96,9.32,1.76,0,Gaming,6.01,8.74,0.23,5.83,5.39,5.34,4.89,2.9,8.7,4.85,7.02,4.09,Medium
9038,26,Male,Pakistan,Working,4.76,9.87,2.45,0,Lifestyle,1.95,8.02,2.28,5.52,5.19,6.31,4.52,5.52,7.58,4.45,7.85,3.16,High
9039,22,Male,USA,Working,1.72,3.39,2.28,1.84,Entertainment,2.72,4.75,1.39,7.79,4.97,7.2,3.72,2.86,4.89,2.92,3.25,2.1,High
9040,20,Non-binary,India,Both,3.52,8,2.31,4,News,5.69,6.93,1.99,5.86,5.21,3.04,4.54,3.59,7,6.13,3.92,4.73,Medium
9041,19,Male,India,Both,3.35,6.88,3.49,2.55,News,3.18,5.53,1.23,7.84,5.63,4.11,5.88,3.92,5.86,6.52,4.31,4.68,Medium
9042,25,Male,UK,Working,2.58,5.05,2.36,0,Gaming,5.14,5.22,2.21,8.91,3.99,6.26,4.48,2.64,4.5,6.22,6.34,2.97,High
9043,23,Male,USA,Student,3.04,4.39,4.49,4.04,News,6.28,6.22,2.2,5.21,4.88,3.5,6.72,3.64,6.73,6.63,3.08,5.6,Medium
9044,24,Male,India,Student,5.28,5.13,5.36,0.52,News,3.33,5.1,2.7,4.61,5.39,5.07,5.15,4.93,4.79,4.19,3.59,3.27,High
9045,18,Female,Pakistan,Working,4.13,8.29,1.62,0,Gaming,3.65,7.61,0.77,2.41,5.19,4.62,6.35,3.26,6.9,7.41,5.14,5.26,Medium
9046,18,Male,Pakistan,Student,3.11,7.35,4.57,1.67,Gaming,4.97,7.25,1.33,4.9,5.69,7.45,3.35,4.41,6.62,5.51,6.94,2.76,High
9047,19,Female,Pakistan,Working,2.28,4.71,1.89,1.14,Educational,2.68,5.6,0.83,7.6,3.1,6.51,4.12,3.38,6.31,4.09,5.15,2.89,High
9048,20,Male,USA,Student,5.26,7.46,4.13,4.36,News,5.31,9.13,1.68,5.76,6.32,3.3,5.96,5.06,9.15,7.66,4.26,6.33,Medium
9049,18,Female,Australia,Working,6.54,9.56,3.51,0,Educational,3.22,7.9,1.42,6.86,5.73,3.3,7.51,5.69,8.31,6.94,7.38,5.81,Medium
9050,22,Female,UK,Working,3.67,6.59,4.41,3.93,News,6.65,5.72,2.03,10.89,3.39,6.02,3.7,3.38,5.02,6.87,4.85,3.39,High
9051,20,Male,UK,Student,3.86,7.84,1.64,0.36,News,3.06,9.64,0.56,9.06,4.96,4.74,5.61,6.37,8.94,5.81,5.69,5.05,Medium
9052,18,Male,Pakistan,Working,7.83,10.83,3.84,0.51,Entertainment,4.29,6.19,0.83,6.42,5.27,3.43,7.73,8.36,4.18,3.35,5.33,3.63,High
9053,25,Male,Canada,Working,5.26,9.24,1.72,0.54,News,2.77,4.99,1.7,3.6,4.95,5.06,5.23,3.16,4.32,3.49,6.47,2.43,High
9054,23,Female,USA,Working,5.65,7.97,2.65,3.63,Gaming,1.09,5.28,1.08,8.9,6.86,5.75,4.84,6.03,4.26,3.67,7.98,1.97,High
9055,26,Male,India,Working,3.14,6.35,2,0,News,4.78,6.63,1.48,4.62,2.93,4.34,7.23,3.8,5.58,6.8,3.57,5.22,Medium
9056,20,Female,India,Student,2.73,6.42,1.65,0.32,Lifestyle,4.98,6.8,1.75,6.29,4.83,6.75,4.25,5.24,7.66,5.18,5.54,3.65,High
9057,26,Male,Australia,Both,5.93,8.61,3.11,1.59,Entertainment,0,6.38,1.36,4.33,4.59,4.22,9.08,6.17,5.97,3.3,8.75,3.96,High
9058,26,Male,Pakistan,Student,4.69,7.6,3.94,1.99,Educational,1.17,5.74,3.38,7.62,4.98,3.74,4.08,4.48,5.46,4.8,6.13,3.13,High
9059,18,Male,Canada,Working,4.29,9.25,3.14,2.61,News,3.61,8.63,0,4.68,2.94,2.87,6.44,6.17,8.11,5.8,4.71,5.52,Medium
9060,20,Male,Pakistan,Working,4.63,9,3.02,0.9,News,2.67,6.04,0.31,5.73,5.62,6.7,3.84,4.04,5.51,3.9,8,1.96,High
9061,23,Male,Canada,Student,6.59,8.4,2.73,2.94,Educational,4.29,6.06,1.76,5.17,4.61,4.05,6.6,6.86,5.21,6.1,6.82,4.16,Medium
9062,25,Male,UK,Both,2.9,6.2,4.13,0,Entertainment,0,3.76,1.89,7.51,5.32,7.13,2.7,2.92,4.56,2.77,5.87,1.18,High
9063,21,Female,Canada,Both,4.24,5.28,2.04,2.01,Educational,6.04,4.97,0.3,6.61,5.32,5.41,3.3,4.78,5.68,6.63,4.35,3.58,High
9064,22,Male,UK,Working,2.98,6.44,4.06,2.27,News,2.19,8.27,0.93,6.06,6.78,4.22,6.29,4.36,8.19,6.07,5.65,5.21,Medium
9065,26,Female,UK,Working,4.42,6.57,2.97,0.22,Educational,3.08,5.71,1.68,6.18,6.51,5.69,4.56,5.99,5.57,4.84,6.18,3.01,High
9066,23,Female,USA,Both,5.2,8,6.83,2.47,Educational,3.45,7.93,2.45,5.85,5.56,3.76,6.57,4.16,9.16,6.79,5.13,6.03,Medium
9067,24,Female,Canada,Student,4.47,8.06,3.14,0.19,News,5.54,5.71,1.74,4.95,5.39,3.85,5.43,4.51,5.52,4.7,4.14,3.89,High
9068,24,Non-binary,Australia,Both,6.6,9.87,2.86,1.32,Entertainment,0.78,5.55,1.16,5.35,8,7.75,3.76,7.24,6.25,1.01,6.18,1.35,High
9069,21,Male,Australia,Working,3.23,5.41,0.81,0,Gaming,3.23,6.78,0.55,6.96,4.39,4.7,5.55,3.88,7.84,5.48,5.16,4.65,Medium
9070,21,Male,Canada,Working,4.82,6.49,4.53,2.14,Entertainment,1.11,6.94,0,5.02,6.12,5,3.78,3.16,7.23,4.27,5.77,3.3,High
9071,21,Female,USA,Student,5.92,9.34,1.88,2.86,Gaming,4.55,4.95,0,3.07,5.42,6.85,1.44,4.41,4.51,2.32,5.69,1,High
9072,22,Female,Australia,Student,3.43,5.72,3.02,0.63,News,2.47,5.92,0.65,4.46,4.8,5.51,4.3,4.28,5.31,2.99,6.92,2.13,High
9073,22,Female,Pakistan,Working,3.3,6.05,2.64,1.49,News,3.7,6.39,0,5.91,5.93,6.61,5.1,4.43,6.81,3.39,5.5,3.08,High
9074,25,Male,Australia,Student,3.77,5.54,3.68,1.56,Gaming,2.42,6.64,1.39,5.46,5,5.7,3.08,3.52,5.32,4.19,4.82,2.45,High
9075,26,Female,USA,Student,1.83,2.54,2.66,0.93,News,6.2,7.01,2.6,10.03,5.31,6.2,3.6,2.52,7.3,6.16,6.02,3.65,High
9076,19,Non-binary,UK,Working,5.7,9.32,1.51,1.96,News,1.89,6.49,2.35,5.67,3.51,5.97,5.36,6.83,6.12,4.91,8.97,2.97,High
9077,24,Male,UK,Student,4.24,6.78,1.84,5.32,Gaming,3.89,7.75,0.61,7.24,2.65,1,7.86,5.25,7.55,7.38,3.07,6.92,Medium
9078,18,Non-binary,UK,Student,1.47,3.7,1.68,3.66,Educational,0,9.28,0.43,5.08,3.74,3.38,5.76,3.46,8.28,5.83,5.45,5.15,Medium
9079,18,Male,USA,Student,3.36,7.74,3.22,1.06,Entertainment,3.9,5.27,2.86,10.1,3.8,5.97,4.04,4.98,6.32,3.89,6.51,2.67,High
9080,21,Male,UK,Student,5.97,9.78,4.54,2.16,Entertainment,0.67,6.25,1.25,5.51,4.21,4.96,4.25,5.84,6.83,5.11,5.28,3.69,High
9081,24,Male,UK,Student,3.51,6.9,2.63,1.22,Lifestyle,5.74,5.53,1.3,4.33,6.38,4.77,5.26,3.88,5.18,5.74,4.73,3.81,High
9082,19,Female,USA,Student,6.35,9.45,3.71,0.69,News,1.99,5.4,1.04,5.87,6.41,6.53,7.14,6.17,4.76,5.28,8.57,3.21,High
9083,19,Female,Pakistan,Student,3.59,5.26,4.08,3.47,Educational,1.51,6.14,1.49,9.79,5.43,6.13,3.57,3.86,7.12,5.26,6.55,3.21,High
9084,18,Female,Australia,Working,1.83,5.38,3.37,1.48,Educational,3.44,5.29,0.71,5.15,4.51,4.03,5.88,2.03,5.48,3.25,5.03,3.36,High
9085,19,Female,USA,Student,0.82,5.08,1.99,1.51,News,0.99,7.34,1.47,6.88,4.91,4.49,5.17,2.32,9.19,5.75,8.63,4.52,Medium
9086,24,Male,USA,Student,7.15,10.12,4.53,5.99,Entertainment,1.74,9.13,0.97,8.06,7.41,3.88,6.27,4.28,10,6.65,8,5.66,Medium
9087,26,Male,Canada,Working,2.77,6.94,2.04,2.46,Lifestyle,3.37,6.46,0.56,3.74,3.35,3.01,7.5,2.39,6.15,6.65,5.89,5.28,Medium
9088,23,Male,UK,Student,3.12,5.25,3.38,0.79,Lifestyle,2.14,5.87,1.31,7.14,4.55,5.09,5.76,3.62,4.74,4.85,5.67,3.32,High
9089,19,Non-binary,India,Student,3.83,5.33,3,2.13,Lifestyle,4.41,4.62,2.95,6.63,4.71,4.58,6.41,2.16,5.41,4.06,2.5,4.11,Medium
9090,26,Male,Pakistan,Student,4.37,6.76,3.57,1.38,Gaming,4.88,5.85,0.55,4.95,6.12,5.02,5.9,5.02,5.74,6.68,5.99,4.27,Medium
9091,24,Female,India,Student,2.51,5.74,3.46,2.41,Gaming,3.94,7.12,0.33,9.28,4.59,4.7,5.83,2.29,6.55,3.39,5.55,3.55,High
9092,18,Male,Canada,Working,5.92,8.92,3.97,0,News,1.04,6.71,0.07,6.93,6.08,5.47,4.79,5.49,6.94,4.88,7.13,3.44,High
9093,26,Male,Pakistan,Student,4.46,7.18,3.11,0.65,Lifestyle,1.83,5.42,1.08,5.58,4.97,5.13,6.1,4.34,4.88,3.61,6.28,2.96,High
9094,19,Male,UK,Student,5.84,9.37,3.71,2.31,Educational,1.4,7.17,2.62,6.07,6.53,6.5,3.97,5.81,6.28,5.36,6.37,3.06,High
9095,21,Male,India,Student,1.02,3.92,4.09,1.94,Gaming,2.59,5.35,1.15,7.64,5.55,6.12,5.05,1.12,4.22,4.22,4.78,2.68,High
9096,26,Non-binary,UK,Both,4.73,6.33,1.15,1.83,Gaming,3.66,7,4.42,9.01,3.91,2.56,5.83,3.83,6.67,5.6,3.52,5.02,Medium
9097,21,Female,UK,Student,4.6,8.11,4.59,2.57,News,3.6,7.15,0.82,7.38,4.93,4.01,6.44,5.97,6.93,4.8,4.84,4.58,Medium
9098,20,Non-binary,Australia,Student,3.96,6.31,2.77,1.95,Gaming,5.79,6.57,0.78,4.94,3.93,4.05,5.85,4.47,5.8,8.29,4.66,5.2,Medium
9099,18,Female,Pakistan,Both,3.21,6.36,3.4,0,News,5.79,8.21,0,5.53,6.63,5.69,3.26,4.31,8.13,6.21,4.98,4.09,Medium
9100,24,Female,Pakistan,Student,1.77,4.39,3.19,0,Educational,3.81,5.4,1.48,5.74,7.21,3.43,6.63,2.9,5.09,5.39,3.95,4.48,Medium
9101,23,Female,Canada,Working,1.95,3.54,2.52,3.63,News,4.01,9.2,2.65,3.83,5.52,3.56,6.02,2.81,9.19,6.52,4.15,5.96,Medium
9102,21,Female,USA,Student,5.95,9.3,2.86,3.88,Lifestyle,1.13,4.74,1.18,8.4,3.62,5.68,4.24,5.1,5.22,4.94,5.18,2.99,High
9103,23,Female,UK,Student,4.56,6.9,3.16,5.04,Gaming,4.49,4.9,1.72,5.28,4.48,5.5,5,4.17,3.98,5.04,4.96,2.93,High
9104,23,Male,UK,Student,3.7,5.77,2.75,0.91,Entertainment,3.79,4.35,1.66,5.25,4.02,3.67,5.62,3.61,4.5,3.61,4.28,3.25,High
9105,21,Male,India,Student,3.61,6.17,4.32,0,News,3.69,5.97,0.17,5.71,5.14,5.72,4.78,2.64,6.23,5.62,3.43,4.02,Medium
9106,23,Female,Canada,Student,5.53,8.91,4.08,0.56,Educational,3.31,3.75,2.41,2.43,3.58,4.65,3.77,4.77,3.65,5.02,4.97,2.54,High
9107,25,Male,Pakistan,Both,5.47,8.49,2.39,0,Lifestyle,5.38,6.6,0,10.01,3.95,3.23,6.21,3.85,7.43,7.88,3.93,5.98,Medium
9108,20,Female,Australia,Student,2.78,4.72,5.39,0.26,News,5.88,6.6,2.59,5.54,7.36,6.01,3.27,4.45,7.91,6.77,4.95,4.16,Medium
9109,21,Female,Pakistan,Working,1.84,4.48,1.2,3.79,Lifestyle,3.22,5.57,1.42,8.73,4.45,3.17,4.84,2.4,6.35,4.86,3.2,4.29,Medium
9110,18,Female,Australia,Student,4.56,8.03,1.72,0.87,Educational,3.9,6.11,1.47,6.11,4.65,5.17,4.62,4.94,6.37,6.68,3.56,4.43,Medium
9111,21,Female,Australia,Both,5.85,8.83,2.92,0,Lifestyle,2.12,6.32,0.52,6.29,4.91,5.12,3.96,5.58,7.46,5.25,5.69,3.76,High
9112,26,Male,Pakistan,Both,5.04,7.06,3.36,0,Educational,3.44,6.48,1.47,8.1,4.96,4.92,4.85,3.86,5.68,5.1,4.4,3.66,High
9113,25,Female,India,Student,6.49,10.22,2.12,2.3,Gaming,4.03,5.95,1.68,3.87,5.66,5.82,4.03,6.42,6.05,4.45,5.95,2.88,High
9114,21,Male,UK,Student,3.74,8.18,2.58,1.88,Lifestyle,0.48,6.03,0.46,7.11,4.88,5.68,4.37,4.22,5.81,5.57,7.61,3.03,High
9115,24,Non-binary,Australia,Working,4.43,6.91,1.76,2.83,Entertainment,1.55,6.76,0.64,4.58,3.74,5.69,5.07,4.54,5.84,5.38,6.16,3.46,High
9116,20,Non-binary,India,Student,3.92,6.82,2.65,0.15,Entertainment,3.96,5.15,0.47,6.11,5.7,4.63,5.14,4.62,4.31,2.75,5.48,2.39,High
9117,26,Non-binary,Canada,Working,5.14,8.64,1.15,2.1,Entertainment,3.38,5.93,3.24,7.54,3.83,3.6,4.8,4.93,5.9,4.38,7.33,3.2,High
9118,21,Male,Canada,Both,2.93,5.7,2.56,4.97,News,3.32,7.76,0.51,5.94,5.69,5.56,5.92,5.06,7.85,6.47,6.35,4.77,Medium
9119,19,Male,Australia,Student,4.29,7.84,2.51,1.43,Gaming,3.19,5.47,2.65,2.92,3.66,4.85,4.81,4.68,6.09,4.25,6.02,3.24,High
9120,22,Non-binary,UK,Working,6.47,8.15,1.64,1.22,Gaming,4.75,5.29,2.17,3.91,4.05,4.85,4.82,7.73,4.61,5.56,4.57,3.43,High
9121,19,Female,Australia,Student,2.91,5.88,4.78,0.88,Educational,4.44,5.12,2.93,2.28,6.43,6.58,3.06,3.8,4.56,4.02,4.34,2.06,High
9122,23,Non-binary,Canada,Student,0.98,4.89,3.72,0.99,Educational,2.33,5.5,1.69,7.38,4.03,6.56,4.21,3.75,4.74,4.59,6.7,2.31,High
9123,18,Female,Canada,Student,4.79,6.67,4.47,2.82,News,4.98,7.42,1.97,9.66,7.04,5.28,4.78,5.22,6.94,5.91,3.53,4.4,Medium
9124,23,Female,Pakistan,Student,7.36,10.19,3.07,0,Lifestyle,3.01,7.49,0.38,6.81,6.3,3.96,5.76,6.25,5.54,6.44,6.06,4.24,Medium
9125,21,Male,UK,Student,2.98,4.69,3.58,0,News,0.55,7.43,1.87,5.01,6.2,5.08,4.93,3.72,7.52,4.72,3.66,4.27,Medium
9126,20,Female,Pakistan,Student,5.92,8.84,2.83,3.66,Entertainment,3.73,7.05,2.94,6.46,5.18,4.18,6.04,4.34,8.21,3.48,5.82,4.25,Medium
9127,19,Female,India,Working,4.02,7.84,2.81,2.09,Gaming,0.86,6.93,0.8,6.11,3.85,3.46,5.33,4.3,6.78,5.06,6.01,4.14,Medium
9128,24,Male,India,Student,2.53,5.2,3.9,0.74,Educational,3.97,7.57,1.93,6.9,4.08,3.61,6,3.28,8.1,6.21,4.95,5.35,Medium
9129,26,Male,India,Student,5.03,8.8,2.08,4.8,Educational,2.01,5.94,2.65,3.92,5.86,5.94,5.84,5.8,7.01,3.09,7.38,3.09,High
9130,20,Female,USA,Student,1.87,5.89,2.83,1.07,Gaming,0,7.46,1.31,6.09,3.96,2.52,7.26,4.13,5.54,3.61,5.26,4.17,Medium
9131,23,Female,India,Student,6.28,7.52,5.16,0,Entertainment,3.38,8.02,2.16,5.25,6.42,5.72,5.9,5.21,7.73,6.87,3.72,5.26,Medium
9132,26,Male,Australia,Working,4.17,6.43,2.91,1.89,Entertainment,5.38,4.59,1.2,6.09,3.91,6.19,4.99,5.39,5.82,4.38,4.9,3.21,High
9133,19,Male,Pakistan,Student,1.44,3.12,3.22,2.16,Entertainment,2.22,6.13,1.14,6.19,5.22,4.01,6.74,5.16,5.39,4.15,2.53,4.34,Medium
9134,24,Male,India,Working,6.78,9.88,4.2,2.19,Gaming,3.62,6.07,0.48,8.93,4.46,6.76,4.39,5.76,7.01,4.33,5.97,3.12,High
9135,22,Male,UK,Student,5.29,9.34,4.39,0.63,News,3.38,6.47,3.03,5.62,7.09,5.5,5.26,3.91,7.14,5.99,6.91,4.06,Medium
9136,22,Non-binary,India,Working,4.47,7.77,4.2,0,Entertainment,0,7.03,1.87,9.62,4.28,4.1,5.9,3.45,6.32,4.08,6.89,3.6,High
9137,24,Female,Australia,Student,5.33,8.73,1.69,1.4,News,3.34,9,0.78,6.71,3.73,3.69,6.45,5.31,9,6.75,4.76,5.99,Medium
9138,26,Female,Australia,Working,0.5,3.1,2.43,4.09,Lifestyle,3.87,4.87,1.68,9.3,3.95,3.92,6.56,1,4.59,7.57,3.28,5.04,Medium
